s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt	R1_fracChiExcluded	R2_fracChiExcluded
2018-03-19-3777	pfama1.51	1	0.00239234	36690(68.8%)	3	2	0.0481795	1878	2	0.120735	0.187997
2018-03-20-3786	pfama1.05	34	0.0813397	118526(95.9%)	2	0	0.621564	74058	2	0.0214224	0.0302076
2018-03-20-3786	pfama1.02	48	0.114833	118526(95.9%)	2	1	0.378436	44468	2	0.0214224	0.0302076
2018-03-20-3805	pfama1.02	48	0.114833	25226(90.8%)	1	0	1	25226	2	0.00263866	0.00141074
2018-03-20-3816	pfama1.01	58	0.138756	44595(93%)	1	0	1	44595	2	0.00100284	0.00129913
2018-03-20-3818	pfama1.12	25	0.0598086	45034(92%)	1	0	1	45034	2	0.00283719	0.00161445
2018-03-21-3079	pfama1.00	73	0.174641	3042(84.3%)	2	0	0.989892	3008	2	0.0110323	0.0239214
2018-03-21-3079	pfama1.10	29	0.069378	3042(84.3%)	2	1	0.010108	34	2	0.0110323	0.0239214
2018-03-21-3095	pfama1.07	32	0.076555	41022(89.9%)	1	0	1	41022	2	0.00505733	0.00207076
2018-03-21-3096	pfama1.06	33	0.0789474	44066(92.6%)	4	0	0.566897	24980	2	0.0415697	0.0490237
2018-03-21-3096	pfama1.28	8	0.0191388	44066(92.6%)	4	1	0.40952	18046	2	0.0415697	0.0490237
2018-03-21-3096	pfama1.16	22	0.0526316	44066(92.6%)	4	2	0.0134453	593	2	0.0415697	0.0490237
2018-03-21-3096	pfama1.11	27	0.0645933	44066(92.6%)	4	3	0.0101384	447	2	0.0415697	0.0490237
2018-03-21-3315	pfama1.09	30	0.0717703	31357(98.4%)	2	0	0.95865	30045	2	0.00111427	0.000359247
2018-03-21-3315	pfama1.06	33	0.0789474	31357(98.4%)	2	1	0.0413503	1312	2	0.00111427	0.000359247
2018-03-21-3364	pfama1.20	14	0.0334928	55821(97.2%)	1	0	1	55821	2	0.000433197	6.72156e-05
2018-03-21-3505	pfama1.43	3	0.00717703	64829(90.5%)	1	0	1	64829	2	0.00132286	0.00237172
2018-03-21-3506	pfama1.00	73	0.174641	4419(86.8%)	2	0	0.982919	4367	2	0.0179533	0.0220459
2018-03-21-3506	pfama1.10	29	0.069378	4419(86.8%)	2	1	0.0170807	52	2	0.0179533	0.0220459
2018-03-21-3510	pfama1.30	7	0.0167464	45020(92%)	1	0	1	45020	2	0.0016498	0.00184731
2018-03-26-3164	pfama1.16	22	0.0526316	58478(94.1%)	2	0	0.661369	38662	2	0.00939636	0.00598343
2018-03-26-3164	pfama1.01	58	0.138756	58478(94.1%)	2	1	0.338631	19816	2	0.00939636	0.00598343
2018-03-27-3285	pfama1.06	33	0.0789474	36499(76.4%)	5	0	0.453959	16581	2	0.189904	0.214882
2018-03-27-3285	pfama1.14	23	0.0550239	36499(76.4%)	5	1	0.271978	9918	2	0.189904	0.214882
2018-03-27-3285	pfama1.02	48	0.114833	36499(76.4%)	5	2	0.123846	4521	2	0.189904	0.214882
2018-03-27-3285	pfama1.26	10	0.0239234	36499(76.4%)	5	3	0.0969465	3532	2	0.189904	0.214882
2018-03-27-3285	pfama1.35	6	0.0143541	36499(76.4%)	5	4	0.053271	1947	2	0.189904	0.214882
2018-03-27-3523	pfama1.05	34	0.0813397	69189(87.2%)	1	0	1	69189	2	0.00575638	0.000427077
2018-04-02-3542	pfama1.05	34	0.0813397	29879(94.1%)	2	0	0.990896	29605	2	0.00396913	0.00536095
2018-04-02-3542	pfama1.17	20	0.0478469	29879(94.1%)	2	1	0.00910426	274	2	0.00396913	0.00536095
2018-04-03-3604	pfama1.22	12	0.0287081	55240(83.2%)	13	0	0.265357	14656	2	0.156488	0.111788
2018-04-03-3604	pfama1.05	34	0.0813397	55240(83.2%)	13	1	0.180461	10038	2	0.156488	0.111788
2018-04-03-3604	pfama1.01	58	0.138756	55240(83.2%)	13	2	0.163551	8976	2	0.156488	0.111788
2018-04-03-3604	pfama1.02	48	0.114833	55240(83.2%)	13	3	0.113476	6229	2	0.156488	0.111788
2018-04-03-3604	pfama1.15	22	0.0526316	55240(83.2%)	13	4	0.0919541	5134	2	0.156488	0.111788
2018-04-03-3604	pfama1.34	7	0.0167464	55240(83.2%)	13	5	0.0663318	3688	2	0.156488	0.111788
2018-04-03-3604	pfama1.11	27	0.0645933	55240(83.2%)	13	6	0.0350772	1928	2	0.156488	0.111788
2018-04-03-3604	pfama1.04	35	0.0837321	55240(83.2%)	13	7	0.0222152	1222	2	0.156488	0.111788
2018-04-03-3604	pfama1.09	30	0.0717703	55240(83.2%)	13	8	0.0150201	814	2	0.156488	0.111788
2018-04-03-3604	pfama1.46	2	0.00478469	55240(83.2%)	13	9	0.0145317	795	2	0.156488	0.111788
2018-04-03-3604	pfama1.08	31	0.0741627	55240(83.2%)	13	10	0.0143198	795	2	0.156488	0.111788
2018-04-03-3604	pfama1.38	5	0.0119617	55240(83.2%)	13	11	0.0102799	554	2	0.156488	0.111788
2018-04-03-3604	pfama1.03	47	0.11244	55240(83.2%)	13	12	0.00742532	411	2	0.156488	0.111788
2018-04-23-3164	pfama1.01	58	0.138756	22131(96.7%)	1	0	1	22131	2	0	0.00024322
2018-05-01-3604	pfama1.03	47	0.11244	24155(80.8%)	9	0	0.373839	9018	2	0.162775	0.11427
2018-05-01-3604	pfama1.01	58	0.138756	24155(80.8%)	9	1	0.187368	4568	2	0.162775	0.11427
2018-05-01-3604	pfama1.12	25	0.0598086	24155(80.8%)	9	2	0.103223	2447	2	0.162775	0.11427
2018-05-01-3604	pfama1.22	12	0.0287081	24155(80.8%)	9	3	0.0994359	2414	2	0.162775	0.11427
2018-05-01-3604	pfama1.08	31	0.0741627	24155(80.8%)	9	4	0.0796972	1933	2	0.162775	0.11427
2018-05-01-3604	pfama1.11	27	0.0645933	24155(80.8%)	9	5	0.0677692	1660	2	0.162775	0.11427
2018-05-01-3604	pfama1.18	18	0.0430622	24155(80.8%)	9	6	0.0409075	987	2	0.162775	0.11427
2018-05-01-3604	pfama1.46	2	0.00478469	24155(80.8%)	9	7	0.035192	822	2	0.162775	0.11427
2018-05-01-3604	pfama1.24	11	0.0263158	24155(80.8%)	9	8	0.0125674	306	2	0.162775	0.11427
2018-05-21-3808	pfama1.01	58	0.138756	15382(71.6%)	4	0	0.453911	6985	2	0.265321	0.26391
2018-05-21-3808	pfama1.27	9	0.0215311	15382(71.6%)	4	1	0.302756	4655	2	0.265321	0.26391
2018-05-21-3808	pfama1.09	30	0.0717703	15382(71.6%)	4	2	0.175093	2693	2	0.265321	0.26391
2018-05-21-3808	pfama1.14	23	0.0550239	15382(71.6%)	4	3	0.0682392	1049	2	0.265321	0.26391
2018-05-28-3393	pfama1.04	35	0.0837321	56769(98.3%)	1	0	1	56769	2	0.0000478709	0.000313205
2018-06-07-3782	pfama1.16	22	0.0526316	33009(89.6%)	5	0	0.799851	26393	2	0.0826658	0.0535133
2018-06-07-3782	pfama1.12	25	0.0598086	33009(89.6%)	5	1	0.152864	5051	2	0.0826658	0.0535133
2018-06-07-3782	pfama1.03	47	0.11244	33009(89.6%)	5	2	0.0249901	843	2	0.0826658	0.0535133
2018-06-07-3782	pfama1.04	35	0.0837321	33009(89.6%)	5	3	0.0139396	475	2	0.0826658	0.0535133
2018-06-07-3782	pfama1.22	12	0.0287081	33009(89.6%)	5	4	0.00835495	247	2	0.0826658	0.0535133
2018-06-13-3081	pfama1.02	48	0.114833	3867(94%)	1	0	1	3867	2	0.000790514	0
2018-06-19-3285	pfama1.02	48	0.114833	81(100%)	2	0	0.82716	67	1	0	
2018-06-19-3285	pfama1.03	47	0.11244	81(100%)	2	1	0.17284	14	1	0	
2018-06-20-3555	pfama1.11	27	0.0645933	66198(76.8%)	2	0	0.819574	54137	2	0.224571	0.221335
2018-06-20-3555	pfama1.15	22	0.0526316	66198(76.8%)	2	1	0.180426	12061	2	0.224571	0.221335
2018-06-25-3570	pfama1.01	58	0.138756	5390(98.6%)	1	0	1	5390	2	0	0
2018-06-25-3685	pfama1.08	31	0.0741627	37723(97.7%)	1	0	1	37723	2	0	0.000130907
2018-06-26-3604	pfama1.03	47	0.11244	11233(82.6%)	12	0	0.246943	2783	2	0.123945	0.0860781
2018-06-26-3604	pfama1.01	58	0.138756	11233(82.6%)	12	1	0.199207	2243	2	0.123945	0.0860781
2018-06-26-3604	pfama1.34	7	0.0167464	11233(82.6%)	12	2	0.156381	1753	2	0.123945	0.0860781
2018-06-26-3604	pfama1.16	22	0.0526316	11233(82.6%)	12	3	0.134488	1517	2	0.123945	0.0860781
2018-06-26-3604	pfama1.24	11	0.0263158	11233(82.6%)	12	4	0.0674869	753	2	0.123945	0.0860781
2018-06-26-3604	pfama1.05	34	0.0813397	11233(82.6%)	12	5	0.0378155	419	2	0.123945	0.0860781
2018-06-26-3604	pfama1.06	33	0.0789474	11233(82.6%)	12	6	0.0354719	395	2	0.123945	0.0860781
2018-06-26-3604	pfama1.22	12	0.0287081	11233(82.6%)	12	7	0.03523	389	2	0.123945	0.0860781
2018-06-26-3604	pfama1.14	23	0.0550239	11233(82.6%)	12	8	0.0268162	300	2	0.123945	0.0860781
2018-06-26-3604	pfama1.02	48	0.114833	11233(82.6%)	12	9	0.0263724	300	2	0.123945	0.0860781
2018-06-26-3604	pfama1.08	31	0.0741627	11233(82.6%)	12	10	0.0214168	241	2	0.123945	0.0860781
2018-06-26-3604	pfama1.38	5	0.0119617	11233(82.6%)	12	11	0.0123712	140	2	0.123945	0.0860781
2018-06-26-3825	pfama1.01	58	0.138756	24652(97.9%)	1	0	1	24652	2	0	0
2018-06-30-3046	pfama1.21	12	0.0287081	55257(98.9%)	1	0	1	55257	2	0.0000541126	0.00010591
2018-07-11-3081	pfama1.02	48	0.114833	34042(96.7%)	1	0	1	34042	2	0	0
2018-07-11-3364	pfama1.20	14	0.0334928	9998(95.3%)	1	0	1	9998	2	0.000927429	0.000323887
2018-07-15-3149	pfama1.04	35	0.0837321	40326(99.1%)	1	0	1	40326	2	0	0.00011423
2018-07-19-3441	pfama1.09	30	0.0717703	32421(73.6%)	3	0	0.420939	13617	2	0.253399	0.234495
2018-07-19-3441	pfama1.04	35	0.0837321	32421(73.6%)	3	1	0.397417	12899	2	0.253399	0.234495
2018-07-19-3441	pfama1.08	31	0.0741627	32421(73.6%)	3	2	0.181644	5905	2	0.253399	0.234495
2018-08-01-3720	pfama1.01	58	0.138756	65064(95.5%)	2	0	0.961322	62548	2	0.0204871	0.022154
2018-08-01-3720	pfama1.02	48	0.114833	65064(95.5%)	2	1	0.038678	2516	2	0.0204871	0.022154
2018-08-14-3285	pfama1.35	6	0.0143541	2156(94.9%)	4	0	0.723323	1544	2	0.00184077	0
2018-08-14-3285	pfama1.02	48	0.114833	2156(94.9%)	4	1	0.157452	459	2	0.00184077	0
2018-08-14-3285	pfama1.03	47	0.11244	2156(94.9%)	4	2	0.0845882	116	2	0.00184077	0
2018-08-14-3285	pfama1.14	23	0.0550239	2156(94.9%)	4	3	0.0346374	37	2	0.00184077	0
2018-08-20-3570	pfama1.01	58	0.138756	62424(97.7%)	1	0	1	62424	2	0	0
2018-08-22-3629	pfama1.08	31	0.0741627	60021(97.9%)	1	0	1	60021	2	0.0000924086	0.000221631
2018-08-23-3081	pfama1.02	48	0.114833	7(100%)	1	0	1	7	1	0	
ctrl-38x-7C1-10K-PR2-012	pfama1.17	20	0.0478469	25499(97.4%)	7	0	0.612229	15776	2	0.00872126	0.0143532
ctrl-38x-7C1-10K-PR2-012	pfama1.05	34	0.0813397	25499(97.4%)	7	1	0.0868948	2167	2	0.00872126	0.0143532
ctrl-38x-7C1-10K-PR2-012	pfama1.24	11	0.0263158	25499(97.4%)	7	2	0.0827603	2060	2	0.00872126	0.0143532
ctrl-38x-7C1-10K-PR2-012	pfama1.09	30	0.0717703	25499(97.4%)	7	3	0.0781547	1962	2	0.00872126	0.0143532
ctrl-38x-7C1-10K-PR2-012	pfama1.19	15	0.0358852	25499(97.4%)	7	4	0.0524643	1317	2	0.00872126	0.0143532
ctrl-38x-7C1-10K-PR2-012	pfama1.04	35	0.0837321	25499(97.4%)	7	5	0.0480982	1229	2	0.00872126	0.0143532
ctrl-38x-7C1-10K-PR2-012	pfama1.40	5	0.0119617	25499(97.4%)	7	6	0.0393982	988	2	0.00872126	0.0143532
ctrl-38x-7C1-1K-PR2-012	pfama1.17	20	0.0478469	8696(94.4%)	7	0	0.446598	4261	2	0.0017452	0.00534117
ctrl-38x-7C1-1K-PR2-012	pfama1.19	15	0.0358852	8696(94.4%)	7	1	0.129398	809	2	0.0017452	0.00534117
ctrl-38x-7C1-1K-PR2-012	pfama1.24	11	0.0263158	8696(94.4%)	7	2	0.120204	889	2	0.0017452	0.00534117
ctrl-38x-7C1-1K-PR2-012	pfama1.09	30	0.0717703	8696(94.4%)	7	3	0.0964362	800	2	0.0017452	0.00534117
ctrl-38x-7C1-1K-PR2-012	pfama1.05	34	0.0813397	8696(94.4%)	7	4	0.0869923	873	2	0.0017452	0.00534117
ctrl-38x-7C1-1K-PR2-012	pfama1.04	35	0.0837321	8696(94.4%)	7	5	0.0759789	651	2	0.0017452	0.00534117
ctrl-38x-7C1-1K-PR2-012	pfama1.40	5	0.0119617	8696(94.4%)	7	6	0.0443936	413	2	0.0017452	0.00534117
ctrl-38x-7C3-10k-PR2-012	pfama1.17	20	0.0478469	21713(97.6%)	7	0	0.903671	19641	2	0.00588145	0.00393357
ctrl-38x-7C3-10k-PR2-012	pfama1.05	34	0.0813397	21713(97.6%)	7	1	0.0226551	490	2	0.00588145	0.00393357
ctrl-38x-7C3-10k-PR2-012	pfama1.09	30	0.0717703	21713(97.6%)	7	2	0.0214607	455	2	0.00588145	0.00393357
ctrl-38x-7C3-10k-PR2-012	pfama1.24	11	0.0263158	21713(97.6%)	7	3	0.0205122	443	2	0.00588145	0.00393357
ctrl-38x-7C3-10k-PR2-012	pfama1.04	35	0.0837321	21713(97.6%)	7	4	0.0111945	235	2	0.00588145	0.00393357
ctrl-38x-7C3-10k-PR2-012	pfama1.40	5	0.0119617	21713(97.6%)	7	5	0.0108362	239	2	0.00588145	0.00393357
ctrl-38x-7C3-10k-PR2-012	pfama1.19	15	0.0358852	21713(97.6%)	7	6	0.00967013	210	2	0.00588145	0.00393357
ctrl-38x-7C3-1k-PR2-012	pfama1.17	20	0.0478469	2185(93.1%)	5	0	0.897518	1970	2	0	0.00526316
ctrl-38x-7C3-1k-PR2-012	pfama1.24	11	0.0263158	2185(93.1%)	5	1	0.0404154	82	2	0	0.00526316
ctrl-38x-7C3-1k-PR2-012	pfama1.05	34	0.0813397	2185(93.1%)	5	2	0.0334581	71	2	0	0.00526316
ctrl-38x-7C3-1k-PR2-012	pfama1.09	30	0.0717703	2185(93.1%)	5	3	0.0161697	37	2	0	0.00526316
ctrl-38x-7C3-1k-PR2-012	pfama1.19	15	0.0358852	2185(93.1%)	5	4	0.0124392	25	2	0	0.00526316
ctrl-38x-DS6-10k-PR2-012	pfama1.19	15	0.0358852	26227(98%)	2	0	0.984273	25815	2	0.00327001	0.00100669
ctrl-38x-DS6-10k-PR2-012	pfama1.09	30	0.0717703	26227(98%)	2	1	0.0157266	412	2	0.00327001	0.00100669
ctrl-38x-DS6-1k-PR2-012	pfama1.19	15	0.0358852	18372(95.9%)	2	0	0.98743	18152	2	0.000910747	0.00110038
ctrl-38x-DS6-1k-PR2-012	pfama1.09	30	0.0717703	18372(95.9%)	2	1	0.0125697	220	2	0.000910747	0.00110038
ctrl-38x-QS5-10k-PR2-012	pfama1.24	11	0.0263158	42540(88.6%)	5	0	0.490981	20774	2	0.105444	0.0799411
ctrl-38x-QS5-10k-PR2-012	pfama1.05	34	0.0813397	42540(88.6%)	5	1	0.290248	12459	2	0.105444	0.0799411
ctrl-38x-QS5-10k-PR2-012	pfama1.19	15	0.0358852	42540(88.6%)	5	2	0.10565	4485	2	0.105444	0.0799411
ctrl-38x-QS5-10k-PR2-012	pfama1.09	30	0.0717703	42540(88.6%)	5	3	0.0578071	2461	2	0.105444	0.0799411
ctrl-38x-QS5-10k-PR2-012	pfama1.40	5	0.0119617	42540(88.6%)	5	4	0.0553134	2361	2	0.105444	0.0799411
ctrl-38x-QS5-1k-PR2-012	pfama1.24	11	0.0263158	3288(97.6%)	5	0	0.410993	1519	2	0.00223001	0
ctrl-38x-QS5-1k-PR2-012	pfama1.05	34	0.0813397	3288(97.6%)	5	1	0.311037	792	2	0.00223001	0
ctrl-38x-QS5-1k-PR2-012	pfama1.09	30	0.0717703	3288(97.6%)	5	2	0.127659	384	2	0.00223001	0
ctrl-38x-QS5-1k-PR2-012	pfama1.19	15	0.0358852	3288(97.6%)	5	3	0.0831699	332	2	0.00223001	0
ctrl-38x-QS5-1k-PR2-012	pfama1.40	5	0.0119617	3288(97.6%)	5	4	0.0671413	261	2	0.00223001	0
