s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2017-11-17-3779	pfama1.010	50	1	201966(99%)	1	0	1	201966	2
2017-11-20-3154	pfama1.000	124	1	98726(98.1%)	1	0	1	98726	2
2017-11-20-3190	pfama1.001	107	1	43552(97.5%)	1	0	1	43552	2
2017-11-20-3202	pfama1.028	14	0.4374994125001175	510(92.1%)	2	0	0.771226	394	2
2017-11-20-3202	pfama1.025	18	0.5625005874998824	510(92.1%)	2	1	0.22877399999999998	116	2
2017-11-20-3205	pfama1.028	14	0.1007195412248431	15690(66.5%)	2	0	0.76737	12003	2
2017-11-20-3205	pfama1.000	124	0.8992804587751569	15690(66.5%)	2	1	0.23263000000000003	3687	2
2017-11-20-3649	pfama1.000	124	1	32218(69.1%)	1	0	1	32218	2
2017-11-20-3659	pfama1.016	27	1	8379(98.7%)	1	0	1	8379	2
2017-11-20-3665	pfama1.002	93	1	122188(98.4%)	1	0	1	122188	2
2017-11-21-3672	pfama1.027	17	0.19101132139878718	39262(96.6%)	2	0	0.9577695211152395	37604	2
2017-11-21-3672	pfama1.003	69	0.8089886786012128	39262(96.6%)	2	1	0.04223047888476056	1658	2
2017-11-21-3673	pfama1.004	69	1	48343(94.2%)	1	0	1	48343	2
2017-11-21-3685	pfama1.032	10	0.30303078640931563	26131(88.6%)	2	0	0.771062	20973	2
2017-11-21-3685	pfama1.019	23	0.6969692135906843	26131(88.6%)	2	1	0.228938	5158	2
2017-11-22-3708	pfama1.004	69	1	152795(98.7%)	1	0	1	152795	2
2017-11-22-3709	pfama1.013	40	1	70296(95.7%)	1	0	1	70296	2
2017-11-22-3713	pfama1.017	24	1	59681(95.7%)	1	0	1	59681	2
2017-11-22-3714	pfama1.009	50	0.42735069103660955	10434(97.2%)	2	0	0.8354950000000001	8957	2
2017-11-22-3714	pfama1.005	67	0.5726493089633905	10434(97.2%)	2	1	0.16450499999999998	1477	2
2017-11-22-3720	pfama1.001	107	0.8230767139405375	41802(91.7%)	2	0	0.663215	28706	2
2017-11-22-3720	pfama1.018	23	0.17692328605946245	41802(91.7%)	2	1	0.336785	13096	2
2017-11-22-3728	pfama1.005	67	1	48475(92.9%)	1	0	1	48475	2
2017-11-27-3746	pfama1.002	93	0.6503491281524869	28580(95.2%)	2	0	0.711447	20407	2
2017-11-27-3746	pfama1.010	50	0.3496508718475132	28580(95.2%)	2	1	0.288553	8173	2
2017-11-27-3747	pfama1.001	107	1	8600(97.7%)	1	0	1	8600	2
2017-11-27-3758	pfama1.021	22	1	77539(86.5%)	1	0	1	77539	3
2017-11-27-3761	pfama1.006	56	1	7545(98.5%)	1	0	1	7545	2
2017-11-27-3766	pfama1.000	124	0.6345171561226822	46873(87.6%)	2	0	0.542683	24854	2
2017-11-27-3766	pfama1.003	69	0.36548284387731766	46873(87.6%)	2	1	0.45731700000000003	22019	2
2017-11-27-3773	pfama1.013	40	1	42730(91.7%)	1	0	1	42730	2
2017-11-27-3777	pfama1.006	56	0.5656566193653654	36167(79%)	3	0	0.47277800000000003	16785	2
2017-11-27-3777	pfama1.042	4	0.040404044240383234	36167(79%)	3	1	0.38586100000000007	13424	2
2017-11-27-3777	pfama1.014	39	0.39393933639425155	36167(79%)	3	2	0.14136100000000001	5958	2
2017-11-27-3779	pfama1.010	50	1	80097(80.9%)	1	0	1	80097	3
2017-11-28-3785	pfama1.030	11	1	49324(59%)	1	0	1	49324	2
2017-11-28-3786	pfama1.004	69	0.586776736233898	20820(87.9%)	2	0	0.5557886499671171	11297	2
2017-11-28-3786	pfama1.010	50	0.41322326376610197	20820(87.9%)	2	1	0.444211350032883	8758	2
2017-11-28-3787	pfama1.003	69	1	99119(94.4%)	1	0	1	99119	2
2017-11-28-3805	pfama1.001	107	1	1411(97.6%)	1	0	1	1411	2
2017-11-28-3816	pfama1.000	124	1	2359(95.2%)	1	0	1	2359	2
2017-11-28-3818	pfama1.008	50	1	50822(96.9%)	1	0	1	50822	2
2017-11-29-3079	pfama1.014	39	1	46524(92.1%)	1	0	1	46524	2
2017-11-29-3093	pfama1.036	7	1	43295(95.2%)	1	0	1	43295	2
2017-11-29-3096	pfama1.011	49	0.2832370947241769	52372(90.6%)	5	0	0.4493361797344718	23444	2
2017-11-29-3096	pfama1.029	12	0.06936395581543749	52372(90.6%)	5	1	0.42112116844846736	22141	2
2017-11-29-3096	pfama1.020	22	0.1271675421163453	52372(90.6%)	5	2	0.09048423619369447	4702	2
2017-11-29-3096	pfama1.013	40	0.23121391052156634	52372(90.6%)	5	3	0.022744409097763638	1218	2
2017-11-29-3096	pfama1.010	50	0.28901749682247413	52372(90.6%)	5	4	0.016314006525602606	867	2
2017-11-29-3315	pfama1.024	18	0.31034505112949046	2398(92.7%)	2	0	0.763332	1841	2
2017-11-29-3315	pfama1.013	40	0.6896549488705096	2398(92.7%)	2	1	0.236668	557	2
2017-11-29-3364	pfama1.018	23	1	50961(96.2%)	1	0	1	50961	2
2017-11-29-3510	pfama1.029	12	1	50869(86.1%)	1	0	1	50869	2
2017-12-04-3055	pfama1.003	69	1	67927(91.5%)	1	0	1	67927	2
2017-12-04-3164	pfama1.012	46	0.26900628514836855	52943(95.6%)	2	0	0.5016	26418	2
2017-12-04-3164	pfama1.000	124	0.7309937148516314	52943(95.6%)	2	1	0.4984	26525	2
2017-12-05-3284	pfama1.023	19	1	49041(85.8%)	1	0	1	49041	2
2017-12-05-3285	pfama1.002	93	0.45365797739413544	597(89.6%)	5	0	0.6709033354516678	402	2
2017-12-05-3285	pfama1.011	49	0.23902460049980517	597(89.6%)	5	1	0.14355707177853588	83	2
2017-12-05-3285	pfama1.009	50	0.24390269848912124	597(89.6%)	5	2	0.14301507150753576	87	2
2017-12-05-3285	pfama1.042	4	0.019512208542540755	597(89.6%)	5	3	0.021621110810555403	13	2
2017-12-05-3285	pfama1.035	9	0.0439025150743976	597(89.6%)	5	4	0.02090341045170523	12	2
2017-12-05-3527	pfama1.002	93	1	49041(94.3%)	1	0	1	49041	2
2017-12-11-3540	pfama1.008	50	1	47949(77.2%)	1	0	1	47949	2
2017-12-11-3542	pfama1.011	49	0.159091192090121	26315(96.7%)	4	0	0.8745507376347788	22791	2
2017-12-11-3542	pfama1.016	27	0.08766256834236752	26315(96.7%)	4	1	0.09734567079629876	2708	2
2017-12-11-3542	pfama1.001	107	0.34740250782581605	26315(96.7%)	4	2	0.015643195307041412	456	2
2017-12-11-3542	pfama1.000	124	0.40584373174169547	26315(96.7%)	4	3	0.012460396261881121	360	2
2017-12-11-3546	pfama1.008	50	0.5	37416(74.8%)	2	0	0.8319340000000001	32438	2
2017-12-11-3546	pfama1.010	50	0.5	37416(74.8%)	2	1	0.16806600000000002	4978	2
2017-12-11-3557	pfama1.022	21	1	32971(95.6%)	1	0	1	32971	2
2017-12-12-3577	pfama1.000	124	1	7308(94.7%)	1	0	1	7308	2
2017-12-12-3578	pfama1.017	24	0.061224536776369846	8532(94.9%)	8	0	0.47596219038487614	4062	2
2017-12-12-3578	pfama1.010	50	0.1275511662433147	8532(94.9%)	8	1	0.13659405463762184	1138	2
2017-12-12-3578	pfama1.022	21	0.05357139774050729	8532(94.9%)	8	2	0.1087820435128174	935	2
2017-12-12-3578	pfama1.000	124	0.31887695642406916	8532(94.9%)	8	3	0.09475483790193516	811	2
2017-12-12-3578	pfama1.014	39	0.09948984828199554	8532(94.9%)	8	4	0.06946952778781113	581	2
2017-12-12-3578	pfama1.031	11	0.028061317961319172	8532(94.9%)	8	5	0.04539671815868726	425	2
2017-12-12-3578	pfama1.003	69	0.18367361032910953	8532(94.9%)	8	6	0.03788061515224606	318	2
2017-12-12-3578	pfama1.009	50	0.1275511662433147	8532(94.9%)	8	7	0.031160012464004988	262	2
2017-12-12-3580	pfama1.006	56	1	24404(96.8%)	1	0	1	24404	2
2017-12-12-3604	pfama1.038	7	0.00873908215579918	67518(94.6%)	15	0	0.1653998842200811	11166	2
2017-12-12-3604	pfama1.000	124	0.15605466967145193	67518(94.6%)	15	1	0.12737991083406244	8575	2
2017-12-12-3604	pfama1.021	22	0.02746567068118869	67518(94.6%)	15	2	0.11020592285585402	7468	2
2017-12-12-3604	pfama1.011	49	0.06117360325540953	67518(94.6%)	15	3	0.10459792678145127	7078	2
2017-12-12-3604	pfama1.005	67	0.0836454644221725	67518(94.6%)	15	4	0.08866693793314347	5996	2
2017-12-12-3604	pfama1.012	46	0.057428246119590236	67518(94.6%)	15	5	0.0850572404599317	5738	2
2017-12-12-3604	pfama1.010	50	0.062422055634015955	67518(94.6%)	15	6	0.08197744261579018	5537	2
2017-12-12-3604	pfama1.003	69	0.08988772631520466	67518(94.6%)	15	7	0.05735965984823812	3862	2
2017-12-12-3604	pfama1.001	107	0.13358290238740655	67518(94.6%)	15	8	0.05118106417325509	3444	2
2017-12-12-3604	pfama1.002	93	0.11610475685235172	67518(94.6%)	15	9	0.036403974517217844	2448	2
2017-12-12-3604	pfama1.013	40	0.04993762573066925	67518(94.6%)	15	10	0.03488447558086711	2379	2
