s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-02-21-3818	pfama1.008	50	0.0664894	71874(96.2%)	1	0	1	71874	2
2018-02-26-3164	pfama1.000	125	0.166223	55826(95.1%)	2	0	0.561165	31675	2
2018-02-26-3164	pfama1.012	46	0.0611702	55826(95.1%)	2	1	0.438835	24151	2
2018-02-27-3285	pfama1.009	50	0.0664894	72498(93.5%)	3	0	0.45262	32843	2
2018-02-27-3285	pfama1.035	9	0.0119681	72498(93.5%)	3	1	0.449537	32545	2
2018-02-27-3285	pfama1.011	49	0.0651596	72498(93.5%)	3	2	0.097843	7110	2
2018-02-27-3523	pfama1.005	67	0.0890957	75565(88%)	1	0	1	75565	2
2018-02-27-3525	pfama1.015	37	0.0492021	81041(84.4%)	1	0	1	81041	2
2018-02-27-3527	pfama1.002	93	0.12367	12546(83%)	4	0	0.977682	12266	1
2018-02-27-3527	pfama1.154	1	0.00132979	12546(83%)	4	1	0.00996333	125	1
2018-02-27-3527	pfama1.244	1	0.00132979	12546(83%)	4	2	0.00629683	79	1
2018-02-27-3527	pfama1.253	1	0.00132979	12546(83%)	4	3	0.00605771	76	1
2018-02-28-3535	pfama1.037	7	0.00930851	386(87.1%)	9	0	0.606218	234	1
2018-02-28-3535	pfama1.000	125	0.166223	386(87.1%)	9	1	0.217617	84	1
2018-02-28-3535	pfama1.002	93	0.12367	386(87.1%)	9	2	0.0932642	36	1
2018-02-28-3535	pfama1.109	1	0.00132979	386(87.1%)	9	3	0.0233161	9	1
